epoch,step,split,loss,pos_cosine_similarity,neg_cosine_similarity
0,-1,val,0.998832883545385,0.009878638514002173,0.008540968929332631
0,0,train,1.000504493713379,-0.007943947799503803,-0.009571071714162827
0,1,train,0.994635820388794,0.018722577020525932,0.013898221775889397
0,2,train,1.004112720489502,0.015784336254000664,0.020854854956269264
0,3,train,0.9907205104827881,0.02111445926129818,0.00997407641261816
0,4,train,1.014408826828003,0.0032310576643794775,0.019983097910881042
0,5,train,0.9545605778694153,0.041520215570926666,-0.011584768071770668
0,6,train,0.9945791363716125,0.03880785033106804,0.031275130808353424
0,7,train,0.988605260848999,0.03940790146589279,0.027093596756458282
0,8,train,1.0168986320495605,0.0027205892838537693,0.02206011861562729
0,9,train,1.0244067907333374,-0.01243497896939516,0.018442295491695404
0,10,train,0.9926158785820007,0.029676351696252823,0.021912362426519394
0,11,train,0.9570522904396057,0.017631731927394867,-0.02965284138917923
0,12,train,1.0110671520233154,-0.017335115000605583,-0.0029249973595142365
0,13,train,1.0181819200515747,0.008529996499419212,0.02952411398291588
0,14,train,0.9710597395896912,0.007976763881742954,-0.024665676057338715
0,15,train,0.9572277665138245,0.05869186669588089,0.009806208312511444
0,16,train,1.0193746089935303,-0.01032932661473751,0.011205535382032394
0,17,train,1.0441293716430664,-0.033415887504816055,0.019551759585738182
0,18,train,0.9863112568855286,0.018115734681487083,0.0040320162661373615
0,19,train,0.9967009425163269,0.06339332461357117,0.05991554632782936
0,20,train,0.9792137145996094,0.03582014888525009,0.009083343669772148
0,21,train,0.9633991718292236,0.04761393368244171,0.005446005146950483
0,22,train,0.9919846057891846,0.045625656843185425,0.03670758008956909
0,23,train,0.9665936827659607,0.04115598648786545,0.0023938179947435856
0,24,train,0.9500587582588196,0.07080472260713577,0.010185088030993938
0,25,train,0.9445804953575134,0.08068931102752686,0.019195007160305977
0,26,train,0.9286242127418518,0.08888895809650421,0.0007391907274723053
0,27,train,0.9686527848243713,0.05391678959131241,0.01659330353140831
0,28,train,0.9404703378677368,0.10308355838060379,0.03169424459338188
0,29,train,0.9181293249130249,0.09226641803979874,-0.006067453883588314
0,30,train,0.9237723350524902,0.10356239974498749,0.013048578053712845
0,31,train,0.9493626952171326,0.09089673310518265,0.03184483200311661
0,32,train,0.9439284801483154,0.10743445158004761,0.03966744989156723
0,33,train,0.9171220660209656,0.1231503114104271,0.02378707565367222
0,34,train,0.9379866123199463,0.12230487167835236,0.0523221492767334
0,35,train,0.853713870048523,0.13301575183868408,-0.041961539536714554
0,36,train,0.9076635837554932,0.1324312388896942,0.02219243533909321
0,37,train,0.8548281192779541,0.1401839405298233,-0.03036503866314888
0,38,train,0.8614286184310913,0.1874874234199524,0.02366875298321247
0,39,train,0.8799684047698975,0.15790170431137085,0.01327655278146267
0,40,train,0.8804746866226196,0.13840588927268982,0.00185408815741539
0,41,train,0.8719842433929443,0.14765281975269318,-0.0019499422051012516
0,42,train,0.8171266317367554,0.1769968718290329,-0.036854337900877
0,43,train,0.8892651796340942,0.16329863667488098,0.03629552945494652
0,44,train,0.8514547348022461,0.19694671034812927,0.015982160344719887
0,45,train,0.8961151838302612,0.1427786946296692,0.014153679832816124
0,46,train,0.8314166069030762,0.20699205994606018,0.007421641610562801
0,47,train,0.8669220805168152,0.19912292063236237,0.040908604860305786
0,48,train,0.87840735912323,0.18054862320423126,0.041754014790058136
0,49,train,0.7606905698776245,0.25083863735198975,-0.03119853138923645
0,50,train,0.8411977291107178,0.23092544078826904,0.039739541709423065
0,51,train,0.8015189170837402,0.19452494382858276,-0.042147696018218994
0,52,train,0.7639565467834473,0.22999395430088043,-0.055230069905519485
0,53,train,0.8643550872802734,0.20810997486114502,0.05108248069882393
0,54,train,0.8454188108444214,0.16211573779582977,-0.020475927740335464
0,55,train,0.8129304647445679,0.2412387877702713,0.0211984533816576
0,56,train,0.8151863813400269,0.2236679643392563,0.006084181368350983
0,57,train,0.7675991058349609,0.22739368677139282,-0.049469295889139175
0,58,train,0.7773292064666748,0.276286244392395,0.015115264803171158
0,59,train,0.7976446151733398,0.2548436224460602,0.010191554203629494
0,60,train,0.8095703125,0.22716207802295685,0.004773866385221481
0,61,train,0.7648187875747681,0.24510511755943298,-0.03118271380662918
0,62,train,0.7592189311981201,0.2598237693309784,-0.021640174090862274
0,63,train,0.7971224784851074,0.2657930850982666,0.027197793126106262
0,64,train,0.7444013357162476,0.32746219635009766,0.020482338964939117
0,65,train,0.7731190919876099,0.24365060031414032,-0.029048871248960495
0,66,train,0.7345019578933716,0.29830169677734375,-0.012348443269729614
0,67,train,0.7540934085845947,0.3248063027858734,0.038639336824417114
0,68,train,0.745492696762085,0.29764413833618164,0.002930357586592436
0,69,train,0.7512224912643433,0.2689124643802643,-0.016486696898937225
0,70,train,0.6981840133666992,0.31313228607177734,-0.04453974589705467
0,71,train,0.787361741065979,0.2580825686454773,-0.0026599233970046043
0,72,train,0.7713738679885864,0.3561435639858246,0.08554687350988388
0,73,train,0.805205225944519,0.3168461322784424,0.09228577464818954
0,74,train,0.8225233554840088,0.2955729067325592,0.09372839331626892
0,75,train,0.6592249870300293,0.3379780352115631,-0.06155369430780411
0,76,train,0.8272018432617188,0.2673809826374054,0.07510137557983398
0,77,train,0.7236777544021606,0.30650585889816284,-0.022559233009815216
0,78,train,0.7560734748840332,0.28624674677848816,-0.004019728861749172
0,79,train,0.653306245803833,0.3651740550994873,-0.047911182045936584
0,80,train,0.7955373525619507,0.28660404682159424,0.03738134354352951
0,81,train,0.7512955665588379,0.3425360321998596,0.0495343953371048
0,82,train,0.7061905860900879,0.35783112049102783,0.010308726690709591
0,83,train,0.7228250503540039,0.3644402027130127,0.04200993850827217
0,84,train,0.6701056957244873,0.41062018275260925,0.024936970323324203
0,85,train,0.6770001649856567,0.38964027166366577,0.001822143793106079
0,86,train,0.7976880073547363,0.34801793098449707,0.11269310116767883
0,87,train,0.7265501022338867,0.34989476203918457,0.026346733793616295
0,88,train,0.7785495519638062,0.3831292688846588,0.1388179361820221
0,89,train,0.7553106546401978,0.34669479727745056,0.05394218862056732
0,90,train,0.6735368967056274,0.42427563667297363,0.02955520525574684
0,91,train,0.658083438873291,0.3856430947780609,-0.010257400572299957
0,92,train,0.7245572805404663,0.3692191541194916,0.0430309996008873
0,93,train,0.6885923147201538,0.35807105898857117,-0.014344707131385803
0,94,train,0.7493054866790771,0.34643861651420593,0.05726827308535576
0,95,train,0.7573713064193726,0.30418264865875244,0.019271809607744217
0,96,train,0.6994411945343018,0.37023961544036865,0.00575529970228672
